id,vehicleId,vehicleName,latitude,longitude,speed,heading,status,timestamp,fuelLevel,engineStatus,roadCondition,trafficCondition,hour
16,veh-0005,Vehicle_0005,37.5724401,126.9795355,43.8,85.94,NORMAL,2025-01-15 08:20:15,92.08,RUNNING,gentle_curve,heavy,8
17,veh-0005,Vehicle_0005,37.5724489,126.9796913,43.8,85.94,NORMAL,2025-01-15 08:20:16,92.03,RUNNING,gentle_curve,heavy,8
18,veh-0005,Vehicle_0005,37.5724577,126.9798472,43.8,85.94,NORMAL,2025-01-15 08:20:17,91.97,RUNNING,gentle_curve,heavy,8
19,veh-0005,Vehicle_0005,37.5724664,126.9800031,43.8,85.94,NORMAL,2025-01-15 08:20:18,91.92,RUNNING,gentle_curve,heavy,8
20,veh-0005,Vehicle_0005,37.5724752,126.980159,43.24,110.8,NORMAL,2025-01-15 08:20:19,91.87,RUNNING,gentle_curve,normal,8
21,veh-0005,Vehicle_0005,37.5724271,126.9803188,43.24,110.8,NORMAL,2025-01-15 08:20:20,91.81,RUNNING,gentle_curve,normal,8
22,veh-0005,Vehicle_0005,37.572379,126.9804786,45.17,104.84,NORMAL,2025-01-15 08:20:21,91.76,RUNNING,normal,normal,8
23,veh-0005,Vehicle_0005,37.572346,126.9806357,45.17,104.84,NORMAL,2025-01-15 08:20:22,91.7,RUNNING,normal,normal,8
24,veh-0005,Vehicle_0005,37.572313,126.9807929,45.17,104.84,NORMAL,2025-01-15 08:20:23,91.65,RUNNING,normal,normal,8
25,veh-0005,Vehicle_0005,37.57228,126.98095,47.09,103.51,NORMAL,2025-01-15 08:20:24,91.59,RUNNING,normal,normal,8
26,veh-0005,Vehicle_0005,37.5722521,126.9810968,47.09,103.51,NORMAL,2025-01-15 08:20:25,91.53,RUNNING,normal,normal,8
27,veh-0005,Vehicle_0005,37.5722241,126.9812436,49.02,103.46,NORMAL,2025-01-15 08:20:26,91.48,RUNNING,normal,normal,8
28,veh-0005,Vehicle_0005,37.5721691,126.9815336,45.23,99.51,NORMAL,2025-01-15 08:20:27,91.42,RUNNING,normal,normal,8
29,veh-0005,Vehicle_0005,37.5721486,126.9816878,45.23,99.51,NORMAL,2025-01-15 08:20:28,91.36,RUNNING,normal,normal,8
30,veh-0005,Vehicle_0005,37.5721281,126.9818421,45.23,99.51,NORMAL,2025-01-15 08:20:29,91.31,RUNNING,normal,normal,8
31,veh-0005,Vehicle_0005,37.5721077,126.9819963,45.23,99.51,NORMAL,2025-01-15 08:20:30,91.25,RUNNING,normal,normal,8
32,veh-0005,Vehicle_0005,37.5720872,126.9821505,45.23,99.51,NORMAL,2025-01-15 08:20:31,91.2,RUNNING,normal,normal,8
33,veh-0005,Vehicle_0005,37.5720667,126.9823048,45.23,99.51,NORMAL,2025-01-15 08:20:32,91.14,RUNNING,normal,normal,8
34,veh-0005,Vehicle_0005,37.5720462,126.982459,47.16,95.17,NORMAL,2025-01-15 08:20:33,91.09,RUNNING,normal,normal,8
35,veh-0005,Vehicle_0005,37.5720352,126.9826125,47.16,95.17,NORMAL,2025-01-15 08:20:34,91.03,RUNNING,normal,normal,8
36,veh-0005,Vehicle_0005,37.5720242,126.982766,43.37,90.18,NORMAL,2025-01-15 08:20:35,90.98,RUNNING,normal,heavy,8
37,veh-0005,Vehicle_0005,37.5720239,126.9829103,43.37,90.18,NORMAL,2025-01-15 08:20:36,90.92,RUNNING,normal,heavy,8
38,veh-0005,Vehicle_0005,37.5720235,126.9830546,45.3,179.41,NORMAL,2025-01-15 08:20:37,90.87,RUNNING,curve,normal,8
39,veh-0005,Vehicle_0005,37.5718974,126.9830562,45.3,179.41,NORMAL,2025-01-15 08:20:38,90.81,RUNNING,curve,normal,8
40,veh-0005,Vehicle_0005,37.5717714,126.9830579,45.3,179.41,NORMAL,2025-01-15 08:20:39,90.76,RUNNING,curve,normal,8
41,veh-0005,Vehicle_0005,37.5716453,126.9830595,47.22,177.8,NORMAL,2025-01-15 08:20:40,90.7,RUNNING,normal,normal,8
42,veh-0005,Vehicle_0005,37.5715069,126.9830662,47.22,177.8,NORMAL,2025-01-15 08:20:41,90.64,RUNNING,normal,normal,8
43,veh-0005,Vehicle_0005,37.5713685,126.9830729,49.15,182.93,NORMAL,2025-01-15 08:20:42,90.58,RUNNING,normal,normal,8
44,veh-0005,Vehicle_0005,37.5712315,126.983064,49.15,182.93,NORMAL,2025-01-15 08:20:43,90.52,RUNNING,normal,normal,8
45,veh-0005,Vehicle_0005,37.5710945,126.9830552,51.08,184.94,FAST,2025-01-15 08:20:44,90.46,RUNNING,normal,normal,8
46,veh-0005,Vehicle_0005,37.5709616,126.9830407,51.08,184.94,FAST,2025-01-15 08:20:45,90.4,RUNNING,normal,normal,8
47,veh-0005,Vehicle_0005,37.5708288,126.9830262,51.08,184.94,FAST,2025-01-15 08:20:46,90.34,RUNNING,normal,normal,8
48,veh-0005,Vehicle_0005,37.5706959,126.9830117,47.29,185.53,NORMAL,2025-01-15 08:20:47,90.28,RUNNING,normal,heavy,8
49,veh-0005,Vehicle_0005,37.5705502,126.9829939,47.29,185.53,NORMAL,2025-01-15 08:20:48,90.23,RUNNING,normal,heavy,8
50,veh-0005,Vehicle_0005,37.5704046,126.9829761,45.51,182.7,NORMAL,2025-01-15 08:20:49,90.17,RUNNING,normal,normal,8
51,veh-0005,Vehicle_0005,37.5702599,126.9829675,41.72,184.31,NORMAL,2025-01-15 08:20:50,90.12,RUNNING,normal,heavy,8
52,veh-0005,Vehicle_0005,37.5702357,126.9829652,43.65,184.16,NORMAL,2025-01-15 08:20:51,90.07,RUNNING,normal,normal,8
53,veh-0005,Vehicle_0005,37.5702074,126.9829626,45.58,181.57,NORMAL,2025-01-15 08:20:52,90.01,RUNNING,normal,normal,8
54,veh-0005,Vehicle_0005,37.5702045,126.9829625,43.18,182.32,NORMAL,2025-01-15 08:20:53,89.96,RUNNING,normal,normal,8
55,veh-0005,Vehicle_0005,37.5701576,126.9829601,45.1,89.86,NORMAL,2025-01-15 08:20:54,89.9,RUNNING,curve,normal,8
56,veh-0005,Vehicle_0005,37.5701578,126.9830647,47.03,89.85,NORMAL,2025-01-15 08:20:55,89.84,RUNNING,normal,heavy,8
57,veh-0005,Vehicle_0005,37.5701579,126.9831128,48.96,89.83,NORMAL,2025-01-15 08:20:56,89.79,RUNNING,normal,normal,8
58,veh-0005,Vehicle_0005,37.5701584,126.9833226,45.17,89.4,NORMAL,2025-01-15 08:20:57,89.73,RUNNING,normal,heavy,8
59,veh-0005,Vehicle_0005,37.5701598,126.9834882,45.17,89.4,NORMAL,2025-01-15 08:20:58,89.68,RUNNING,normal,heavy,8
60,veh-0005,Vehicle_0005,37.5701611,126.9836538,45.17,89.4,NORMAL,2025-01-15 08:20:59,89.62,RUNNING,normal,heavy,8
61,veh-0005,Vehicle_0005,37.5701625,126.9838193,45.17,89.4,NORMAL,2025-01-15 08:21:00,89.56,RUNNING,normal,heavy,8
62,veh-0005,Vehicle_0005,37.5701639,126.9839849,47.1,83.96,NORMAL,2025-01-15 08:21:01,89.51,RUNNING,normal,normal,8
63,veh-0005,Vehicle_0005,37.5701679,126.9840326,49.02,91.32,NORMAL,2025-01-15 08:21:02,89.45,RUNNING,normal,heavy,8
64,veh-0005,Vehicle_0005,37.570164,126.9842454,49.02,91.32,NORMAL,2025-01-15 08:21:03,89.39,RUNNING,normal,heavy,8
65,veh-0005,Vehicle_0005,37.5701601,126.9844582,50.95,89.96,FAST,2025-01-15 08:21:04,89.33,RUNNING,normal,heavy,8
66,veh-0005,Vehicle_0005,37.5701602,126.9846206,50.95,89.96,FAST,2025-01-15 08:21:05,89.27,RUNNING,normal,heavy,8
67,veh-0005,Vehicle_0005,37.5701603,126.984783,50.95,89.96,FAST,2025-01-15 08:21:06,89.21,RUNNING,normal,heavy,8
68,veh-0005,Vehicle_0005,37.5701604,126.9849454,50.95,89.96,FAST,2025-01-15 08:21:07,89.15,RUNNING,normal,heavy,8
69,veh-0005,Vehicle_0005,37.5701605,126.9851078,50.95,89.96,FAST,2025-01-15 08:21:08,89.09,RUNNING,normal,heavy,8
70,veh-0005,Vehicle_0005,37.5701605,126.9852702,50.95,89.96,FAST,2025-01-15 08:21:09,89.02,RUNNING,normal,heavy,8
71,veh-0005,Vehicle_0005,37.5701606,126.9854326,50.95,89.96,FAST,2025-01-15 08:21:10,88.96,RUNNING,normal,heavy,8
72,veh-0005,Vehicle_0005,37.5701607,126.985595,50.95,89.96,FAST,2025-01-15 08:21:11,88.9,RUNNING,normal,heavy,8
73,veh-0005,Vehicle_0005,37.5701608,126.9857574,52.87,89.32,FAST,2025-01-15 08:21:12,88.84,RUNNING,normal,normal,8
74,veh-0005,Vehicle_0005,37.5701635,126.9860462,49.09,89.3,NORMAL,2025-01-15 08:21:13,88.78,RUNNING,normal,normal,8
75,veh-0005,Vehicle_0005,37.5701651,126.9862167,49.09,89.3,NORMAL,2025-01-15 08:21:14,88.72,RUNNING,normal,normal,8
76,veh-0005,Vehicle_0005,37.5701668,126.9863872,49.09,89.3,NORMAL,2025-01-15 08:21:15,88.66,RUNNING,normal,normal,8
77,veh-0005,Vehicle_0005,37.5701684,126.9865576,49.09,89.3,NORMAL,2025-01-15 08:21:16,88.6,RUNNING,normal,normal,8
78,veh-0005,Vehicle_0005,37.5701701,126.9867281,49.09,89.3,NORMAL,2025-01-15 08:21:17,88.54,RUNNING,normal,normal,8
79,veh-0005,Vehicle_0005,37.5701717,126.9868986,45.96,90.76,NORMAL,2025-01-15 08:21:18,88.49,RUNNING,normal,normal,8
80,veh-0005,Vehicle_0005,37.57017,126.9870581,45.96,90.76,NORMAL,2025-01-15 08:21:19,88.43,RUNNING,normal,normal,8
81,veh-0005,Vehicle_0005,37.5701684,126.9872176,45.96,90.76,NORMAL,2025-01-15 08:21:20,88.38,RUNNING,normal,normal,8
82,veh-0005,Vehicle_0005,37.5701667,126.9873771,47.89,89.34,NORMAL,2025-01-15 08:21:21,88.32,RUNNING,normal,normal,8
83,veh-0005,Vehicle_0005,37.5701691,126.9876396,49.81,87.14,NORMAL,2025-01-15 08:21:22,88.26,RUNNING,normal,normal,8
84,veh-0005,Vehicle_0005,37.5701772,126.9878443,46.02,90.52,NORMAL,2025-01-15 08:21:23,88.2,RUNNING,normal,heavy,8
85,veh-0005,Vehicle_0005,37.570176,126.9880102,46.02,90.52,NORMAL,2025-01-15 08:21:24,88.15,RUNNING,normal,heavy,8
86,veh-0005,Vehicle_0005,37.5701748,126.988176,47.95,88.41,NORMAL,2025-01-15 08:21:25,88.09,RUNNING,normal,normal,8
87,veh-0005,Vehicle_0005,37.570179,126.9883666,47.95,88.41,NORMAL,2025-01-15 08:21:26,88.03,RUNNING,normal,normal,8
88,veh-0005,Vehicle_0005,37.5701832,126.9885573,49.88,87.05,NORMAL,2025-01-15 08:21:27,87.97,RUNNING,normal,normal,8
89,veh-0005,Vehicle_0005,37.5701907,126.9887421,49.88,87.05,NORMAL,2025-01-15 08:21:28,87.91,RUNNING,normal,normal,8
90,veh-0005,Vehicle_0005,37.5701983,126.9889268,49.88,87.05,NORMAL,2025-01-15 08:21:29,87.85,RUNNING,normal,normal,8
91,veh-0005,Vehicle_0005,37.5702058,126.9891116,49.88,87.05,NORMAL,2025-01-15 08:21:30,87.79,RUNNING,normal,normal,8
92,veh-0005,Vehicle_0005,37.5702134,126.9892963,49.88,87.05,NORMAL,2025-01-15 08:21:31,87.73,RUNNING,normal,normal,8
93,veh-0005,Vehicle_0005,37.5702209,126.9894811,46.09,86.11,NORMAL,2025-01-15 08:21:32,87.67,RUNNING,normal,normal,8
94,veh-0005,Vehicle_0005,37.5702354,126.9897501,48.02,84.09,NORMAL,2025-01-15 08:21:33,87.62,RUNNING,normal,normal,8
95,veh-0005,Vehicle_0005,37.5702488,126.9899129,48.02,84.09,NORMAL,2025-01-15 08:21:34,87.56,RUNNING,normal,normal,8
96,veh-0005,Vehicle_0005,37.5702621,126.9900758,48.02,84.09,NORMAL,2025-01-15 08:21:35,87.5,RUNNING,normal,normal,8
97,veh-0005,Vehicle_0005,37.5702755,126.9902386,48.02,84.09,NORMAL,2025-01-15 08:21:36,87.44,RUNNING,normal,normal,8
98,veh-0005,Vehicle_0005,37.5702888,126.9904015,48.02,84.09,NORMAL,2025-01-15 08:21:37,87.38,RUNNING,normal,normal,8
99,veh-0005,Vehicle_0005,37.5703022,126.9905643,48.02,84.09,NORMAL,2025-01-15 08:21:38,87.33,RUNNING,normal,normal,8
100,veh-0005,Vehicle_0005,37.5703155,126.9907272,48.02,84.09,NORMAL,2025-01-15 08:21:39,87.27,RUNNING,normal,normal,8
101,veh-0005,Vehicle_0005,37.5703289,126.99089,49.94,84.85,NORMAL,2025-01-15 08:21:40,87.21,RUNNING,normal,normal,8
102,veh-0005,Vehicle_0005,37.5703507,126.9911952,51.87,86.27,FAST,2025-01-15 08:21:41,87.15,RUNNING,normal,normal,8
103,veh-0005,Vehicle_0005,37.5703605,126.9913857,51.87,86.27,FAST,2025-01-15 08:21:42,87.09,RUNNING,normal,normal,8
104,veh-0005,Vehicle_0005,37.5703704,126.9915762,51.87,86.27,FAST,2025-01-15 08:21:43,87.02,RUNNING,normal,normal,8
105,veh-0005,Vehicle_0005,37.5703802,126.9917666,51.87,86.27,FAST,2025-01-15 08:21:44,86.96,RUNNING,normal,normal,8
106,veh-0005,Vehicle_0005,37.5703901,126.9919571,53.8,84.95,FAST,2025-01-15 08:21:45,86.9,RUNNING,normal,normal,8
107,veh-0005,Vehicle_0005,37.5704048,126.9921671,50.01,85.46,FAST,2025-01-15 08:21:46,86.84,RUNNING,intersection,normal,8
108,veh-0005,Vehicle_0005,37.570422,126.9924406,51.93,86.48,FAST,2025-01-15 08:21:47,86.78,RUNNING,normal,normal,8
109,veh-0005,Vehicle_0005,37.5704335,126.9926766,53.86,87.28,FAST,2025-01-15 08:21:48,86.71,RUNNING,normal,normal,8
110,veh-0005,Vehicle_0005,37.570441,126.9928767,53.86,87.28,FAST,2025-01-15 08:21:49,86.65,RUNNING,normal,normal,8
111,veh-0005,Vehicle_0005,37.5704486,126.9930768,53.86,87.28,FAST,2025-01-15 08:21:50,86.58,RUNNING,normal,normal,8
112,veh-0005,Vehicle_0005,37.5704561,126.9932769,50.07,87.15,FAST,2025-01-15 08:21:51,86.52,RUNNING,normal,normal,8
113,veh-0005,Vehicle_0005,37.5704624,126.9934368,46.29,89.47,NORMAL,2025-01-15 08:21:52,86.47,RUNNING,normal,normal,8
114,veh-0005,Vehicle_0005,37.5704637,126.9936146,46.29,89.47,NORMAL,2025-01-15 08:21:53,86.41,RUNNING,normal,normal,8
115,veh-0005,Vehicle_0005,37.570465,126.9937925,46.29,89.47,NORMAL,2025-01-15 08:21:54,86.36,RUNNING,normal,normal,8
116,veh-0005,Vehicle_0005,37.5704663,126.9939703,46.29,89.47,NORMAL,2025-01-15 08:21:55,86.3,RUNNING,normal,normal,8
117,veh-0005,Vehicle_0005,37.5704676,126.9941482,48.21,87.2,NORMAL,2025-01-15 08:21:56,86.24,RUNNING,normal,heavy,8
118,veh-0005,Vehicle_0005,37.5704741,126.9943171,48.21,87.2,NORMAL,2025-01-15 08:21:57,86.18,RUNNING,normal,heavy,8
119,veh-0005,Vehicle_0005,37.5704807,126.994486,48.92,87.91,NORMAL,2025-01-15 08:21:58,86.12,RUNNING,normal,normal,8
120,veh-0005,Vehicle_0005,37.5704856,126.9946551,48.92,87.91,NORMAL,2025-01-15 08:21:59,86.06,RUNNING,normal,normal,8
121,veh-0005,Vehicle_0005,37.5704905,126.9948243,50.85,86.27,FAST,2025-01-15 08:22:00,86.0,RUNNING,normal,normal,8
122,veh-0005,Vehicle_0005,37.5705038,126.9950819,52.78,87.18,FAST,2025-01-15 08:22:01,85.94,RUNNING,normal,normal,8
123,veh-0005,Vehicle_0005,37.5705072,126.9951691,54.7,85.37,FAST,2025-01-15 08:22:02,85.88,RUNNING,normal,normal,8
124,veh-0005,Vehicle_0005,37.5705145,126.9952829,50.92,85.05,FAST,2025-01-15 08:22:03,85.82,RUNNING,normal,heavy,8
125,veh-0005,Vehicle_0005,37.5705269,126.9954637,50.92,85.05,FAST,2025-01-15 08:22:04,85.75,RUNNING,normal,heavy,8
126,veh-0005,Vehicle_0005,37.5705394,126.9956446,50.92,85.05,FAST,2025-01-15 08:22:05,85.69,RUNNING,normal,heavy,8
127,veh-0005,Vehicle_0005,37.5705518,126.9958254,50.92,85.05,FAST,2025-01-15 08:22:06,85.63,RUNNING,normal,heavy,8
128,veh-0005,Vehicle_0005,37.5705642,126.9960062,47.13,85.88,NORMAL,2025-01-15 08:22:07,85.58,RUNNING,normal,heavy,8
129,veh-0005,Vehicle_0005,37.570576,126.996214,47.13,85.88,NORMAL,2025-01-15 08:22:08,85.52,RUNNING,normal,heavy,8
130,veh-0005,Vehicle_0005,37.5705879,126.9964218,49.05,83.45,NORMAL,2025-01-15 08:22:09,85.46,RUNNING,normal,heavy,8
131,veh-0005,Vehicle_0005,37.5706149,126.9967187,45.27,84.82,NORMAL,2025-01-15 08:22:10,85.4,RUNNING,normal,heavy,8
132,veh-0005,Vehicle_0005,37.5706256,126.9968676,41.48,80.46,NORMAL,2025-01-15 08:22:11,85.35,RUNNING,normal,heavy,8
133,veh-0005,Vehicle_0005,37.5706545,126.9970846,42.59,83.72,NORMAL,2025-01-15 08:22:12,85.3,RUNNING,normal,normal,8
134,veh-0005,Vehicle_0005,37.5706706,126.9972696,42.59,83.72,NORMAL,2025-01-15 08:22:13,85.25,RUNNING,normal,normal,8
135,veh-0005,Vehicle_0005,37.5706868,126.9974547,44.52,89.7,NORMAL,2025-01-15 08:22:14,85.19,RUNNING,normal,normal,8
136,veh-0005,Vehicle_0005,37.5706876,126.9976366,44.52,89.7,NORMAL,2025-01-15 08:22:15,85.14,RUNNING,normal,normal,8
137,veh-0005,Vehicle_0005,37.5706883,126.9978185,46.44,90.23,NORMAL,2025-01-15 08:22:16,85.08,RUNNING,normal,normal,8
138,veh-0005,Vehicle_0005,37.5706881,126.9978811,48.37,88.54,NORMAL,2025-01-15 08:22:17,85.02,RUNNING,normal,normal,8
139,veh-0005,Vehicle_0005,37.5706919,126.9980696,50.3,86.15,FAST,2025-01-15 08:22:18,84.96,RUNNING,normal,normal,8
140,veh-0005,Vehicle_0005,37.5707007,126.9982342,50.3,86.15,FAST,2025-01-15 08:22:19,84.9,RUNNING,normal,normal,8
141,veh-0005,Vehicle_0005,37.5707094,126.9983988,50.3,86.15,FAST,2025-01-15 08:22:20,84.84,RUNNING,normal,normal,8
142,veh-0005,Vehicle_0005,37.5707182,126.9985634,50.3,86.15,FAST,2025-01-15 08:22:21,84.78,RUNNING,normal,normal,8
143,veh-0005,Vehicle_0005,37.570727,126.9987281,50.3,86.15,FAST,2025-01-15 08:22:22,84.72,RUNNING,normal,normal,8
144,veh-0005,Vehicle_0005,37.5707358,126.9988927,50.3,86.15,FAST,2025-01-15 08:22:23,84.66,RUNNING,normal,normal,8
145,veh-0005,Vehicle_0005,37.5707445,126.9990573,50.3,86.15,FAST,2025-01-15 08:22:24,84.6,RUNNING,normal,normal,8
146,veh-0005,Vehicle_0005,37.5707533,126.9992219,52.22,85.61,FAST,2025-01-15 08:22:25,84.54,RUNNING,normal,normal,8
147,veh-0005,Vehicle_0005,37.5707634,126.9993878,52.22,85.61,FAST,2025-01-15 08:22:26,84.48,RUNNING,normal,normal,8
148,veh-0005,Vehicle_0005,37.5707735,126.9995536,52.22,85.61,FAST,2025-01-15 08:22:27,84.41,RUNNING,normal,normal,8
149,veh-0005,Vehicle_0005,37.5707836,126.9997195,52.22,85.61,FAST,2025-01-15 08:22:28,84.35,RUNNING,normal,normal,8
150,veh-0005,Vehicle_0005,37.5707937,126.9998854,54.15,85.62,FAST,2025-01-15 08:22:29,84.29,RUNNING,normal,normal,8
151,veh-0005,Vehicle_0005,37.570801,127.0000056,56.08,84.26,FAST,2025-01-15 08:22:30,84.22,RUNNING,normal,normal,8
152,veh-0005,Vehicle_0005,37.5708166,127.0002008,56.08,84.26,FAST,2025-01-15 08:22:31,84.16,RUNNING,normal,normal,8
153,veh-0005,Vehicle_0005,37.5708321,127.000396,58.0,85.94,FAST,2025-01-15 08:22:32,84.09,RUNNING,normal,normal,8
154,veh-0005,Vehicle_0005,37.5708439,127.0006053,58.0,85.94,FAST,2025-01-15 08:22:33,84.02,RUNNING,normal,normal,8
155,veh-0005,Vehicle_0005,37.5708556,127.0008146,58.0,85.94,FAST,2025-01-15 08:22:34,83.95,RUNNING,normal,normal,8
156,veh-0005,Vehicle_0005,37.5708674,127.0010239,54.21,84.52,FAST,2025-01-15 08:22:35,83.89,RUNNING,normal,normal,8
157,veh-0005,Vehicle_0005,37.5708739,127.0011094,54.8,86.09,FAST,2025-01-15 08:22:36,83.82,RUNNING,normal,normal,8
158,veh-0005,Vehicle_0005,37.5708841,127.0012976,54.8,86.09,FAST,2025-01-15 08:22:37,83.76,RUNNING,normal,normal,8
159,veh-0005,Vehicle_0005,37.5708943,127.0014858,54.8,86.09,FAST,2025-01-15 08:22:38,83.69,RUNNING,normal,normal,8
160,veh-0005,Vehicle_0005,37.5709045,127.001674,53.45,86.08,FAST,2025-01-15 08:22:39,83.63,RUNNING,normal,normal,8
161,veh-0005,Vehicle_0005,37.5709191,127.0019428,49.66,182.0,NORMAL,2025-01-15 08:22:40,83.57,RUNNING,curve,normal,8
162,veh-0005,Vehicle_0005,37.570792,127.0019372,49.66,182.0,NORMAL,2025-01-15 08:22:41,83.51,RUNNING,curve,normal,8
163,veh-0005,Vehicle_0005,37.570665,127.0019316,51.59,174.97,FAST,2025-01-15 08:22:42,83.45,RUNNING,normal,normal,8
164,veh-0005,Vehicle_0005,37.5706506,127.0019332,53.52,176.05,FAST,2025-01-15 08:22:43,83.39,RUNNING,normal,normal,8
165,veh-0005,Vehicle_0005,37.5705151,127.001945,53.52,176.05,FAST,2025-01-15 08:22:44,83.32,RUNNING,normal,normal,8
166,veh-0005,Vehicle_0005,37.5703796,127.0019568,49.73,175.25,NORMAL,2025-01-15 08:22:45,83.26,RUNNING,normal,heavy,8
167,veh-0005,Vehicle_0005,37.5702256,127.001973,49.73,175.25,NORMAL,2025-01-15 08:22:46,83.2,RUNNING,normal,heavy,8
168,veh-0005,Vehicle_0005,37.5700716,127.0019891,49.73,175.25,NORMAL,2025-01-15 08:22:47,83.14,RUNNING,normal,heavy,8
169,veh-0005,Vehicle_0005,37.5699176,127.0020052,49.73,175.25,NORMAL,2025-01-15 08:22:48,83.08,RUNNING,normal,heavy,8
170,veh-0005,Vehicle_0005,37.5697636,127.0020214,51.66,178.68,FAST,2025-01-15 08:22:49,83.02,RUNNING,normal,normal,8
171,veh-0005,Vehicle_0005,37.5697327,127.0020223,53.58,176.96,FAST,2025-01-15 08:22:50,82.96,RUNNING,normal,normal,8
172,veh-0005,Vehicle_0005,37.5694731,127.0020397,49.8,176.96,NORMAL,2025-01-15 08:22:51,82.9,RUNNING,normal,heavy,8
173,veh-0005,Vehicle_0005,37.5694343,127.0020423,51.72,176.1,FAST,2025-01-15 08:22:52,82.84,RUNNING,normal,normal,8
174,veh-0005,Vehicle_0005,37.5693035,127.0020535,51.72,176.1,FAST,2025-01-15 08:22:53,82.77,RUNNING,normal,normal,8
175,veh-0005,Vehicle_0005,37.5691727,127.0020648,51.72,176.1,FAST,2025-01-15 08:22:54,82.71,RUNNING,normal,normal,8
176,veh-0005,Vehicle_0005,37.5690419,127.002076,51.72,176.1,FAST,2025-01-15 08:22:55,82.65,RUNNING,normal,normal,8
177,veh-0005,Vehicle_0005,37.5689111,127.0020873,47.93,176.02,NORMAL,2025-01-15 08:22:56,82.59,RUNNING,normal,heavy,8
178,veh-0005,Vehicle_0005,37.5687789,127.0020989,47.42,177.15,NORMAL,2025-01-15 08:22:57,82.54,RUNNING,normal,normal,8
179,veh-0005,Vehicle_0005,37.5686457,127.0021073,47.42,177.15,NORMAL,2025-01-15 08:22:58,82.48,RUNNING,normal,normal,8
180,veh-0005,Vehicle_0005,37.5685124,127.0021156,47.42,177.15,NORMAL,2025-01-15 08:22:59,82.42,RUNNING,normal,normal,8
181,veh-0005,Vehicle_0005,37.5683792,127.002124,49.35,175.24,NORMAL,2025-01-15 08:23:00,82.36,RUNNING,normal,normal,8
182,veh-0005,Vehicle_0005,37.568241,127.0021385,49.35,175.24,NORMAL,2025-01-15 08:23:01,82.3,RUNNING,normal,normal,8
183,veh-0005,Vehicle_0005,37.5681029,127.002153,51.27,175.24,FAST,2025-01-15 08:23:02,82.24,RUNNING,normal,normal,8
184,veh-0005,Vehicle_0005,37.5679345,127.0021707,47.53,175.25,NORMAL,2025-01-15 08:23:03,82.18,RUNNING,normal,normal,8
185,veh-0005,Vehicle_0005,37.5677277,127.0021924,49.45,175.25,NORMAL,2025-01-15 08:23:04,82.12,RUNNING,normal,normal,8
186,veh-0005,Vehicle_0005,37.5675974,127.0022061,49.45,175.25,NORMAL,2025-01-15 08:23:05,82.06,RUNNING,normal,normal,8
187,veh-0005,Vehicle_0005,37.5674672,127.0022197,49.45,175.25,NORMAL,2025-01-15 08:23:06,82.01,RUNNING,normal,normal,8
188,veh-0005,Vehicle_0005,37.5673369,127.0022334,51.38,175.23,FAST,2025-01-15 08:23:07,81.94,RUNNING,normal,normal,8
